type,name,latitude,longitude,geometry_type,osm_id,amenity,building,phone,operator,operator_type,student_count,capacity_persons,capacity_beds,opening_hours,wheelchair,addr_street,addr_city,addr_ward,website
school,Guheswari Higher Secondary School,27.694815409090907,85.35187547272727,Polygon,way/180933580,school,,,,government,1000.0,,,,,,,,
school,,27.68430284,85.34467993000001,Polygon,way/181340174,school,,,,,,,,,,TBD,Kathmandu,,
school,Arunima Higher Secondary School,27.71689420909091,85.35857738636363,Polygon,way/181376781,school,,,,private,2100.0,,,,,,,,
school,Samata School,27.7169639125,85.3606924625,Polygon,way/181376800,school,,,,private,1500.0,,,,,,,,
school,Bhimsengola Secondary School,27.6899697,85.34071954,Polygon,way/181976128,school,,4115709,,government,300.0,,,,,,,,
school,Ace Institute of Management,27.690800015384617,85.3391947076923,Polygon,way/181977687,school,,01410451,,private,900.0,,,,,,,,
school,Angel Lord Academy High School,27.6798828375,85.3475511625,Polygon,way/182040664,school,,,,private,480.0,,,,,,,,
school,V. S. Niketan HS School,27.68592380714286,85.34274875714286,Polygon,way/182979998,school,,,,private,2100.0,,,,,,,,
school,Shrijanshil English School,27.68835816,85.326411,Polygon,way/184109157,school,,,,,,,,,,,,,
school,Ekita International School,27.730008680000005,85.3359593,Polygon,way/185578988,school,,,,private,250.0,,,,,,,,
school,NIIT Kathmandu Center,27.709506633333334,85.31485394444445,Polygon,way/186144703,school,,,,,,,,,,,,,
school,जन प्रसासन केन्द्रिय विभाग,27.70954862,85.31526156,Polygon,way/186144710,school,,,,,,,,,,,,,http://cdpa.edu.np/
school,Shree Rani Bari Lower Secondary School,27.727304266666664,85.3209403,Polygon,way/187756136,school,,,,government,350.0,,,,,,,,
school,Kenji International School,27.681780550000003,85.34284285999999,Polygon,way/188322217,school,,,,private,125.0,,,,,,,,
school,Shree Tangal Higher Secondary School,27.71612408888889,85.33194618888889,Polygon,way/190005944,school,,,,government,900.0,,,,,,,,
school,Wendy's House,27.722576175,85.3332431125,Polygon,way/191189605,school,,,,private,170.0,,,,,,,,
school,The Spangle Boarding School,27.702178677777777,85.32624435555556,Polygon,way/191412300,school,,014424885,,private,315.0,,,,,,,,
school,Continental Academy,27.693016935714287,85.3506134,Polygon,way/191861070,school,,01-4108706,,private,206.0,,,,,,,,
school,Mount Gauri Shankar School,27.7217402,85.32814264,Polygon,way/192049641,school,yes,"00977 1 4423061,4438696",,,,,,,,,Kathmandu,,
school,Nepal Pathfinder Co-ed School,27.7028532,85.34592576,Polygon,way/192050727,school,,,,private,200.0,,,,,,,,
school,Sishu Niketan School,27.6998571875,85.3412654,Polygon,way/192307568,school,,,,private,225.0,,,,,,,,
school,Mahendra Rastriya Higher Secondary School,27.7250074125,85.3310181125,Polygon,way/192882935,school,,,,government,420.0,,,,no,,,,
school,Anapuram Vidya Sadan Elementary School,27.719799355555555,85.32376801111111,Polygon,way/193088953,school,,,,,,,,,,,,,
school,Best's Montessori Children's House,27.702314957142857,85.34023628571428,Polygon,way/194056909,school,,,private,,,,,,,,,,
school,Apex School,27.72637338,85.35596321333334,Polygon,way/194292909,school,,,,private,695.0,,,,,,,,
school,Baluwatar School,27.7265058,85.33434682,Polygon,way/196060481,school,school,,,private,50.0,,,,,,,,
school,Prime Time Pre-School,27.7345627,85.33677611428571,Polygon,way/196060510,school,,,,private,45.0,,,,,,,,
school,Sun Moon English School,27.73129493333333,85.32601577777777,Polygon,way/196838739,school,,427240,,private,7.0,,,,,,,,
school,Shivapuri High School,27.73058028888889,85.33017885555556,Polygon,way/196950152,school,,,,government,1300.0,,,,,,,,
school,GCA higer secondary school,27.731367440000003,85.31839769999999,Polygon,way/197144818,school,yes,,private,,,,,9:00-16:00,,ranibari samakhusi marga,kathmandu municipality,,
school,Minar English Boarding School,27.74220644,85.33540392,Polygon,way/197486695,school,,,,private,130.0,,,,,,,,
school,Glen BUDS Secondary School,27.73546492,85.32784432,Polygon,way/197753615,school,,,,private,250.0,,,,,,,,
school,Shri Pashupati Mitra Secondary School,27.71646936428571,85.34588362857143,Polygon,way/198024439,school,,,,government,2000.0,,,,,,,,
school,shree amritanksha jadibuti udyog,27.72023074,85.33411156,Polygon,way/198118238,school,yes,,private,,,,,,,bishalnagar,municipality,4.0,
school,St. George International School,27.72053935454545,85.33815341818182,Polygon,way/198118487,school,,,,private,350.0,,,,,,,,
school,Euro School,27.7193495,85.33533105333335,Polygon,way/198635907,school,,,,,,,,,,,,,
school,Meridian International School,27.727882045454542,85.32634933636363,Polygon,way/198893865,school,,,,private,1000.0,,,,,,,,
school,Ashirwad Boarding School,27.72809659375,85.33304473125,Polygon,way/199011348,school,,,,private,300.0,,,,,,,,
school,New Knowledge Boarding Secondary School,27.730423366666667,85.33555793333333,Polygon,way/199785860,school,,,,private,350.0,,,,,,,,
school,nawa jeewan sisu niketan,27.67087874,85.34627964,Polygon,way/199964916,school,,,private,,,,,8:00-6:00,,nahar marga,kathmandu municipality,,
school,Sanskar School,27.72948056,85.33943838,Polygon,way/200101355,school,,01-4428766,,,,,,,,,,,
school,Maple School,27.70660904,85.32649563999999,Polygon,way/201380500,school,,,,,,,,,,,,,
school,Sigma Higher Secondary School,27.718319880000003,85.30801104,Polygon,way/202773359,school,,,,,,,,,no,,,,
school,Shanti Nikanj School,27.70449235555556,85.30383215185185,Polygon,way/202983099,school,,,,government,900.0,,,,,,,,
school,J.P. School,27.71242234,85.30990345000001,Polygon,way/203098747,school,,,,government,1200.0,,,,,,,,
school,Bon Sky Lark INt. School,27.7183755,85.32229694,Polygon,way/203573932,school,,,private,,,,,08:00-17:00,,Hospital Margh,,,
school,Seasons Academic Boarding School,27.694164885714287,85.33870918571428,Polygon,way/203968995,school,yes,014473867,,,,,,,,,,,
school,Columbus School,27.6872765,85.33119285,Polygon,way/204099236,school,school,,Columbus School,,,,,,,,,,
school,Ankur Vidyashram,27.70143148888889,85.34621432222222,Polygon,way/205714652,school,,,,private,300.0,,,,,,,,
school,Nepal Music School,27.702183605882357,85.34860907647058,Polygon,way/205724200,school,,,,community,500.0,,,,,,,,
school,Shambhavi School,27.7058848,85.3441045,Polygon,way/205874172,school,,,,private,385.0,,,,,,,,
school,Himalaya Vidya Mandir Higher Secondary School,27.709902184615387,85.33872659999999,Polygon,way/206055275,school,,,,private,250.0,,,,,,,,
school,Venus English School,27.7000888375,85.3475374,Polygon,way/206100460,school,,,,private,130.0,,,,,,,,
school,New English School,27.7171139125,85.35218655,Polygon,way/206343634,school,,,,private,470.0,,,,,,,,
school,The Chanbagh School (SLC Block),27.74461677142857,85.34284798571427,Polygon,way/206508440,school,,,,private,703.0,,,,,,,,
school,Alliance Academy Higher Secondary School,27.691731644444445,85.33085375555555,Polygon,way/206762991,school,yes,014493198,Aliance Academy Higher Secondary School,private,500.0,,,,,,,,
school,Golden Peak High School,27.725957758333333,85.35411710833334,Polygon,way/206835937,school,,,,private,540.0,,,,,,,,
school,Sagarmatha High School,27.726554191666665,85.353159275,Polygon,way/206840867,school,,,,private,400.0,,,,,,,,
school,,27.68696984,85.33590268,Polygon,way/206848560,school,college,,Swoyambhu College/Prime CA,,,,,,,,,,
school,Pathshala Nepal Foundation,27.694640981818186,85.33291442727273,Polygon,way/207150005,school,,"01- 4490451, 4495653",,private,600.0,,,,,,,,https://pathshala.edu.np/
school,Moral Academy,27.69556022,85.33691832,Polygon,way/207265905,school,,,,,,,,,,,,,
school,Prefect Educational Institute,27.69431285714285,85.33923925714285,Polygon,way/207268965,school,yes,,,,,,,,,,,,
school,Ananda Kuti Vidyapeth,27.7159205945946,85.28676552162163,Polygon,way/207298033,school,,,,,,,,,yes,,,,
school,Nepal Ideal School,27.69701391818182,85.3373421909091,Polygon,way/207416843,school,,4470773,,private,285.0,,,,,,,,
school,Sitala Higher Secondary School,27.7369342375,85.2947900125,Polygon,way/207464038,school,,01-5102076,,government,450.0,,,,,,,,
school,Vidya Sadan School,27.7242389625,85.3492109625,Polygon,way/208172022,school,,,,private,80.0,,,,,,,,
school,Twinkle Toes Infant School,27.73302092,85.29871034,Polygon,way/209129746,school,,,,private,70.0,,,,,,,,
school,,27.71974588,85.36240916,Polygon,way/209529915,school,school,,Madan Bhandari Memorial Ebs,,,,,,,,,,
school,mohan siddartha H.S. school,27.71532808,85.35669723999999,Polygon,way/209530175,school,yes,,private,,,,,,,boudha marg,municipality,6.0,
school,Gitanjali Secondary School,27.709921945454543,85.30734818181817,Polygon,way/210579938,school,yes,,private,,,,,10:00-17:00,,Khushi Bu,,,
school,Bonsai Academy,27.69018588,85.28649573999999,Polygon,way/210706863,school,yes,,Private,,,,,Su-Fr 09:00-15:00,,Sunar Gau Marg,Kathmandu Municipality,,
school,Bhrikuti Secondary School,27.72665748260869,85.35701280434782,Polygon,way/211260702,school,,,,private,400.0,,,,,,,,
school,Marvellous English Boarding School,27.70280416,85.33375767999999,Polygon,way/211752795,school,school,,marvellous english boarding school,private,450.0,,,,,,,,
school,Pious English Boarding School,27.70066612,85.33237574,Polygon,way/211752904,school,school,01-4439103,,private,225.0,,,,,,,,
school,nilkantha secondary boarding school,27.71981118333333,85.36412912499999,Polygon,way/211905458,school,yes,,private,,,,,09:00 - 5:00,,"nageshwor galli, boudha marg",municipality,6.0,
school,Shree Krishna Prabha Primary School,27.718556333333336,85.33651307500001,Polygon,way/213694297,school,,+977 4438470,,government,90.0,,,,,,,,
school,Little Children Academy,27.716568961538464,85.33539133076923,Polygon,way/213699273,school,,,,private,245.0,,,,,,,,
school,Axis International Higher Secondary School,27.69570382,85.34423819999999,Polygon,way/214073368,school,,4109225,,private,160.0,,,,,,,,
school,Faryland Boarding School,27.72035716,85.32561304000001,Polygon,way/214961077,school,,,private,private,215.0,,,10:00-17:00,,Nil Saraswoti Sthan,,,
school,John Dewey School,27.73125879375,85.32983085625,Polygon,way/215053611,school,,,,private,150.0,,,,,,,,
school,Morning Bells Montessori,27.731555300000004,85.32944642,Polygon,way/215053613,school,,,,private,60.0,,,,,,,,
school,Ananda Bhumi High School,27.70544754,85.33435716,Polygon,way/215212424,school,,,,private,450.0,,,,,,,,
school,Bal Bagaicha,27.705279385714285,85.32955419999999,Polygon,way/215212425,school,,,,private,60.0,,,,,,,,
school,Maitidevi Boarding High School,27.703862333333333,85.32811576666667,Polygon,way/215212426,school,,,,private,275.0,,,,,,,,
school,Advanced English Boarding High School,27.71638292173913,85.33745868695652,Polygon,way/216441227,school,,,,private,430.0,,,,,,,,
school,Boston International High School,27.712475,85.33652696363636,Polygon,way/216441228,school,,,,private,300.0,,,,,,,,
school,New Sunshine Secondary School,27.717755957142856,85.33869897857143,Polygon,way/216441231,school,,,,private,400.0,,,,,,,,
school,Xavier International School,27.715686,85.33761479,Polygon,way/216441234,school,,,,private,600.0,,,,,,,,
school,Nandi Secondary School,27.71372771764706,85.32535872941176,Polygon,way/216443377,school,,01-4411754,,government,981.0,,,,,,,,
school,Albert English Boarding School,27.70631744,85.33467097,Polygon,way/216607331,school,,01-4425936,,private,400.0,,,,,,,,
school,Apple Academy,27.7085185,85.3354371375,Polygon,way/216607332,school,,01-4418856,,private,350.0,,,,,,,,
school,Little Flower Secondary School,27.70870257142857,85.33406803571428,Polygon,way/216607333,school,,01-4422549,,private,330.0,,,,,,,,
school,Martyrs' Memorial Boarding Secondary School,27.70967190833333,85.33612543333334,Polygon,way/216607334,school,,,,private,450.0,,,,,,,,
school,Sai Educare Boarding High School,27.70978315833333,85.33643076666668,Polygon,way/216607335,school,,,,private,140.0,,,,,,,,
school,Eden Public School,27.71699046666667,85.34335213333333,Polygon,way/216612476,school,,,,private,325.0,,,,,,,,
school,Shridiwa International School,27.7184126,85.33794637777777,Polygon,way/216612478,school,,,,private,300.0,,,,,,,,
school,Subharambha Secondary School,27.71755296666667,85.34243613333332,Polygon,way/216612479,school,,,,private,200.0,,,,,,,,
school,Clinton School,27.71729222,85.34383276,Polygon,way/216612503,school,,,,private,300.0,,,,,,,,
school,Holy Care School,27.744018727777775,85.34533388888889,Polygon,way/216704725,school,,,,private,225.0,,,,,,,,
school,The Chandbagh Pre-School,27.74276917857143,85.34496620714286,Polygon,way/216705045,school,,4017105,,private,60.0,,,,,,,,
school,Elim Kids Academy,27.734272344444445,85.33221286666667,Polygon,way/216705741,school,,,,private,260.0,,,,,,,,
school,Gorakshya Dibya Nikhil Jyoti Vidyashram,27.738663022222223,85.3291121,Polygon,way/216705742,school,,,,community,400.0,,,,,,,,
school,Whiz Kids International School,27.72797612222222,85.33012364444444,Polygon,way/216914206,school,,,,private,380.0,,,,,,,,
school,Anupam Higher Secondary School,27.71988963636364,85.3256297,Polygon,way/216931869,school,,,,private,400.0,,,,,,,,
school,Newton High School,27.725717322222224,85.33646183333333,Polygon,way/216931872,school,,,,private,630.0,,,,,,,,
school,Bellmount International School,27.73166970909091,85.31710786363637,Polygon,way/216935005,school,,,,private,300.0,,,,,,,,
school,Diptimaya Bal Awasiya Vidyalaya,27.73087148,85.32417716,Polygon,way/216935006,school,,,,private,150.0,,,,,,,,
school,Motherland Academy,27.72201348181818,85.33110853636363,Polygon,way/216939553,school,,01 4427831,,private,300.0,,,,,,,,www.motherlandschool.edu.np
school,New Leera School,27.721076886666665,85.32880238666667,Polygon,way/216939554,school,,,,private,360.0,,,,,,,,
school,Learning Zone Academy,27.730668758333334,85.31768139166667,Polygon,way/217106760,school,,,,private,350.0,,,,,,,,
school,Suryodaya Jyoti Awasiya English Boarding School,27.703683688888887,85.33025047777778,Polygon,way/217523977,school,,014433619,,private,450.0,,,,,,,,
school,Charumati English School,27.716585391666666,85.34377214166666,Polygon,way/217525517,school,,,,private,260.0,,,,,,,,
school,Texas International School,27.712837185714285,85.34114914285715,Polygon,way/217525521,school,,,,private,,,,,,,,,
school,Jagat Mandir English Boarding School,27.71520772,85.34240872000001,Polygon,way/217525626,school,,,,private,500.0,,,,,,,,
school,nepal mega school,27.69679375714286,85.3300358,Polygon,way/217526506,school,,01-4232343,,private,300.0,,,,,,,,
school,City Montessori,27.7002048,85.32883705555555,Polygon,way/217526507,school,,01-44771037,,private,125.0,,,,,,,,
school,Paradise International Academy,27.71325102,85.33920808,Polygon,way/217526987,school,,,,private,275.0,,,,,,,,
school,Creative English School,27.71408202857143,85.3433717857143,Polygon,way/217533470,school,,,,private,280.0,,,,,,,,
school,National Orchid Boarding School,27.715154109090907,85.34388831818183,Polygon,way/217535658,school,,,,private,400.0,,,,,,,,
school,Mahendra Bhawan Higher Secondary School,27.712990929166665,85.3339794625,Polygon,way/217607659,school,,,,community,300.0,,,,limited,,,,
school,Bijaya Smarak Higher Secondary School,27.70494858695652,85.3268359173913,Polygon,way/217608186,school,,,,government,900.0,,,,yes,,,,
school,Padma Gyan Mandir English School,27.71713232,85.33642442,Polygon,way/217616641,school,,,,private,125.0,,,,,,,,
school,Vidya Sadan High School,27.72313653333333,85.3506023,Polygon,way/217616698,school,school,,Bidhaya Sadan High School,private,350.0,,,,,,,,
school,Jeevan Jyoti Baikalpik School,27.723768390909093,85.34661507272727,Polygon,way/217617107,school,school,,Jeevan Jyoti Baikalpik School,private,70.0,,,,,,,,
school,Tashi Waldorf School,27.741643416666665,85.33932166666666,Polygon,way/217617209,school,,,,private,60.0,,,,,,,,
school,Universal College Preparatory School,27.72636101875,85.3350045875,Polygon,way/217622177,school,,,,private,540.0,,,,,,,,
school,Compact English School,27.71867197142857,85.33492898571428,Polygon,way/217622732,school,,4420343,,private,110.0,,,,,,,,
school,Children's Model High School,27.72419282857143,85.33275846428572,Polygon,way/217622812,school,,,,private,270.0,,,,,,,,
school,Alakapuri Boarding High School,27.72079685,85.33566045,Polygon,way/217622833,school,,,,private,200.0,,,,,,,,
school,Anmol Jyoti Secondary English Boarding School,27.714181558333333,85.33546816666666,Polygon,way/217654467,school,,,,private,415.0,,,,,,,,
school,Anmol Jyoti Secondary School,27.71382218,85.33496024,Polygon,way/217656357,school,,,,,,,,,,,,,
school,Columbus International School,27.7136586,85.335238475,Polygon,way/217720479,school,,,,private,250.0,,,,,,,,
school,Baluwatar School,27.72649045,85.33432473333333,Polygon,way/217723736,school,,,,government,50.0,,,,,,,,
school,St. Julian English Boarding School,27.72397885,85.35204943333333,Polygon,way/217724333,school,,,,private,35.0,,,,,,,,
school,The Elite's Co-Ed,27.7121365,85.3298713375,Polygon,way/217727953,school,,,,private,220.0,,,,yes,,Kathmandu,,
school,,27.70449977,85.30358202,Polygon,way/217957279,school,yes,,Shanti Nikunj School,,,,,,,,,,
school,Global Public School,27.69584148,85.36713160000001,Polygon,way/218352812,school,,,private,,,,,9:00-16:00,,chuchuro marga,kathmandu municipality,,
school,Ashraya Vidya Sadan,27.70336371538462,85.30376977692308,Polygon,way/218429130,school,,,,private,450.0,,,,,,,,
school,Kalash Vidya Mandir,27.70304488,85.30369636,Polygon,way/218429131,school,,,,private,230.0,,,,,,,,
school,Paropakar Higher Secondary School,27.701777420000003,85.303277395,Polygon,way/218430310,school,,,,government,500.0,,,,,,,,
school,English Preparatory School,27.6999042,85.30801292222222,Polygon,way/218433448,school,yes,,,private,250.0,,,,,,,,
school,Shree Saraswati Niketan Secondary School,27.698917060000003,85.30403698,Polygon,way/218433450,school,,,,government,650.0,,,,,,,,
school,Gautam English Boarding School,27.70033988333333,85.30804763333333,Polygon,way/218441369,school,,,,private,180.0,,,,,,,,
school,Kathmandu Model School,27.719202560000003,85.30535042,Polygon,way/218464703,school,,01-4360464,,private,400.0,,,,,,,,
school,A.V.M Secondary School,27.72087787272727,85.29738232727273,Polygon,way/218573677,school,,,,private,350.0,,,,,,,,
school,Paradise English Secondary School,27.7230647,85.29996566,Polygon,way/218574909,school,,01-4357205,,private,290.0,,,,,,,,
school,Namuna English Boarding School,27.7034523,85.3032082111111,Polygon,way/218576371,school,,,,private,200.0,,,,,,,,
school,Columbus College,27.68608719,85.33485465999999,Polygon,way/218583059,school,,"4781747, 4784883",,private,350.0,,,,,,,,
school,Kavya School,27.687563981818183,85.3347925,Polygon,way/218583062,school,,01-4780214/310,,private,200.0,,,,,,,,
school,Kids Land Montessori Based School,27.68744574,85.33572298,Polygon,way/218583064,school,,01620399,,private,30.0,,,,,,,,
school,Swoyambhu College/Prime CA,27.6869938375,85.3357383375,Polygon,way/218583065,school,,,,private,400.0,,,,,,,,
school,Gyan Niketan School,27.68388197,85.33363207,Polygon,way/218587567,school,,4783688/ 756,,private,500.0,,,,,,,,
school,Shuvadeep Primary School,27.69787578,85.31078732,Polygon,way/218689327,school,,,,government,190.0,,,,,,,,
school,Madan Bhandari Memorial English Boarding School,27.719710780000003,85.36245174000001,Polygon,way/218982315,school,,,,community,357.0,,,,,,,,
school,Kathmandu International School,27.713149813636367,85.35328814090909,Polygon,way/218983251,school,,,,private,900.0,,,,,,,,
school,Hilary High School,27.71400153333333,85.34961801666667,Polygon,way/218983815,school,,,,private,400.0,,,,,,,,
school,Som Sarala Ved Vidhyala,27.71389532,85.34987326000001,Polygon,way/218983816,school,,,,community,15.0,,,,,,,,
school,Gyandeep Siksha Sadan,27.71473426,85.3498704,Polygon,way/218984209,school,,,,private,250.0,,,,,,,,
school,Vishwa Niketan Higher Secondary School,27.69287765833333,85.31178204999999,Polygon,way/218986249,school,,,,government,2200.0,,,,no,,Kathmandu,,
school,Mahan Siddhartha High School,27.71534872,85.35453822,Polygon,way/218986452,school,,,,private,600.0,,,,,,,,
school,Shree Bal Byabasayi Kendra Secondary School,27.71073874,85.34055885000001,Polygon,way/218993943,school,,,,government,500.0,,,,yes,,,,
school,Deerwalk Sifal School,27.71195235,85.34142098333332,Polygon,way/218994582,school,,+977 01 4478482,,private,375.0,,,Mo-Fr 09:00-18:00,,Jaya Bagheshwori Marga,Kathmandu,,https://deerwalk.edu.np/sifalschool/
school,Seto Bangla Boarding School,27.71162414,85.33815376,Polygon,way/218995225,school,,,,private,130.0,,,,,,,,
school,Mount View School,27.71370011666667,85.34356931666667,Polygon,way/218996294,school,,,,private,250.0,,,,,,,,
school,Indrawati Public School,27.7151690375,85.3592053,Polygon,way/218996765,school,,,,private,400.0,,,,,,,,
school,Buddha Pashupati Academy,27.71541978333333,85.36006515000001,Polygon,way/218996984,school,,,,private,150.0,,,,,,,,
school,Lords Light Academy,27.71557211111111,85.36416544444445,Polygon,way/218997258,school,,,,private,650.0,,,,,,,,
school,HEMS School,27.70869346,85.33785359999999,Polygon,way/218998068,school,,,,private,500.0,,,,yes,,,,
school,Nepal Adarsha Secondary School,27.70072555,85.3095221,Polygon,way/219001123,school,,,,government,425.0,,,,,,,,
school,Nirmal Vidyapeeth Secondary School,27.701500975,85.309424425,Polygon,way/219001310,school,,,,government,200.0,,,,,,,,
school,Bal Sewa Secondary School,27.7026858,85.30849923333334,Polygon,way/219001687,school,,,,government,200.0,,,,,,,,
school,Bidhyodaya Secondary School,27.70252082,85.30714544,Polygon,way/219002367,school,school,,Bidhyodaya Secondary School,government,100.0,,,,,,,,
school,Angel's World International Academy,27.74056292727273,85.3335598,Polygon,way/219174110,school,,,,private,300.0,,,,,,,,
school,Himalaya Higher Secondary School,27.679432117391304,85.34825420869565,Polygon,way/219197831,school,,01-4600320,,private,850.0,,,,,,,,
school,Canvas International Higher Secondary School,27.72641534,85.31765717,Polygon,way/219208221,school,,,,private,275.0,,,,,,,,
school,Nepal Police School,27.733025525,85.318822125,Polygon,way/219221073,school,,,,private,750.0,,,,,,,,
school,Amity Wits Co-Education English Secondary School,27.73474674,85.32092123,Polygon,way/219223399,school,,,,private,400.0,,,,,,,,
school,My Land Academy,27.732274440000005,85.32022518,Polygon,way/219223400,school,,,,private,60.0,,,,,,,,
school,Oracle Ray Academy,27.73341404285714,85.31943144285715,Polygon,way/219223401,school,,,,private,300.0,,,,,,,,
school,Takshashila Academy,27.73309691111111,85.31985016666667,Polygon,way/219223402,school,,,,private,300.0,,,,,,,,
school,Janajagriti Gyan Rashmi Secondary School,27.73008671428571,85.29473274285715,Polygon,way/219227506,school,,01-4851720,,community,544.0,,,,,,,,
school,Olympia World Higher Secondary School,27.688536853846152,85.32764036153846,Polygon,way/219268454,school,,"4220449,4220265",,private,250.0,,,,yes,,,,
school,South Point Boarding High School (Junior block),27.6886216,85.32853250000001,Polygon,way/219268455,school,,,,private,160.0,,,,,,,,
school,Rose Bud School,27.687960011111112,85.3249087,Polygon,way/219268469,school,,01-4783003,,private,1500.0,,,,,,,,
school,Heartland Montessori Based Pre-School and Child Care Center,27.68445426363636,85.33282378181819,Polygon,way/219276285,school,,,,private,80.0,,,,,,,,
school,Kavya School,27.68690477333333,85.33177599333334,Polygon,way/219276292,school,,"01-4783312, 01-4780310",,private,225.0,,,,,,,,
school,Rara Secondary School,27.68908196,85.35028890666668,Polygon,way/219358205,school,,,,private,250.0,,,,,,,,
school,Apple International School,27.6874110625,85.3475340125,Polygon,way/219358673,school,,,,private,250.0,,,,,,,,
school,Good Shepherd School,27.67923815,85.3456985875,Polygon,way/219364256,school,,01-4600927,,private,130.0,,,,,,,,
school,Nava Jyoti Higher Secondary School (Junior Block),27.67883727142857,85.34710684285713,Polygon,way/219364258,school,,01-4600389,,private,300.0,,,,,,,,
school,New Vision Academy,27.67575099090909,85.34332654545454,Polygon,way/219366304,school,,,,private,500.0,,,,,,,,
school,Bon Skylark International Secondary School,27.719115016666667,85.34603895,Polygon,way/219393813,school,,,,private,285.0,,,,,,,,
school,Sagarmatha Vidya Mandir,27.71524126,85.34719052,Polygon,way/219397381,school,,,,private,120.0,,,,,,,,
school,Elixir Academy,27.71451082173913,85.3543784,Polygon,way/219400172,school,,,,private,450.0,,,,,,,,
school,Prerana School,27.71573478333333,85.3510265,Polygon,way/219401229,school,,,,private,250.0,,,,,,,,
school,Prerana School,27.71577187142857,85.35081091428572,Polygon,way/219401230,school,,,,,,,,,,,,,
school,Pragya Jyoti English School,27.7134791,85.29754168181817,Polygon,way/219418707,school,,01-4277720,,private,210.0,,,,,,,,
school,KERIC Academy Secondary School,27.73577688,85.30291833999999,Polygon,way/219421232,school,,01-4389047,,private,300.0,,,,,,,,
school,Pragati Higher Secondary Boarding School,27.73150589230769,85.30374518461538,Polygon,way/219424539,school,,01-4350360,,private,400.0,,,,no,,,,
school,Elysian Fields School,27.721115088888887,85.29531537777778,Polygon,way/219424798,school,,01-4359015,,private,130.0,,,,,,,,
school,Birat Boarding School,27.6836167,85.3353536875,Polygon,way/219425521,school,,01-4782212,,private,225.0,,,,,,,,
school,Pacific Academy (PAC) Secondary Boarding School,27.68335245,85.33359378,Polygon,way/219425530,school,,01-4782414,,private,500.0,,,,,,,,
